TeamID1,TeamID2,Name1,Name2,Win_prob1,Odds1
1163,1246,Uconn,Kentucky,0.83594704,-509.5592424
1163,1181,Uconn,Duke,0.78938264,-374.7946625
1163,1458,Uconn,Wisconsin,0.8042131,-410.7594195
1163,1403,Uconn,Texas Tech,0.7951065,-388.0583603
1163,1196,Uconn,Florida,0.86077803,-618.2774578
1163,1304,Uconn,Nebraska,0.8333735,-500.144588
1163,1401,Uconn,Texas A&M,0.8036073,-409.1838565
1163,1129,Uconn,Boise St.,0.7629039,-321.769958
1163,1301,Uconn,NC State,0.8601947,-615.2803785
1163,1241,Uconn,James Madison,0.9102076,-1013.680362
1163,1436,Uconn,Vermont,0.812116,-432.2433752
1163,1324,Uconn,Oakland,0.89599967,-861.5354108
1163,1443,Uconn,W. Kentucky,0.95074415,-1930.215786
1163,1255,Uconn,Longwood,0.9476838,-1811.454222
1163,1438,Uconn,UVA,0.7702623,-335.2790179
1163,1286,Uconn,Montanta St.,0.9531809,-2035.88086
1163,1447,Uconn,Wagner,0.9503003,-1912.08362
1163,1160,Uconn,Colorado,0.84902304,-562.3527373
1235,1163,Iowa St.,Uconn,0.3366383,-50.74732268
1235,1228,Iowa St.,Illinois,0.64133686,-178.8131491
1235,1120,Iowa St.,Auburn,0.49382406,-97.55976733
1235,1361,Iowa St.,SDSU,0.5533328,-123.8803325
1235,1140,Iowa St.,BYU,0.5503234,-122.382054
1235,1450,Iowa St.,Washu,0.6749991,-207.6914725
1235,1194,Iowa St.,FAU,0.67315567,-205.9560452
1235,1321,Iowa St.,Northwestern,0.71315604,-248.6216045
1235,1179,Iowa St.,Drake,0.63038784,-170.5538712
1235,1182,Iowa St.,Duquesne,0.582753,-139.6661944
1235,1412,Iowa St.,UAB,0.7628916,-321.7480108
1235,1463,Iowa St.,Yale,0.65749574,-191.967169
1235,1287,Iowa St.,Morehead St.,0.77668834,-347.8046458
1235,1355,Iowa St.,South Dakota St.,0.8505821,-569.2639587
1235,1391,Iowa St.,Stetson,0.89819384,-882.2587973
1235,1314,Iowa St.,UNC,0.5709329,-133.063793
1235,1112,Iowa St.,Arizona,0.5402993,-117.5328409
1235,1124,Iowa St.,Baylor,0.61935395,-162.7112511
1235,1104,Iowa St.,Alabama,0.65180075,-187.1918894
1235,1388,Iowa St.,St. Mary's,0.5361343,-115.5796399
1235,1155,Iowa St.,Clemson,0.60162723,-151.0211734
1235,1173,Iowa St.,Dayton,0.49983105,-99.93244308
1235,1280,Iowa St.,Mississippi St.,0.60852456,-155.443867
1235,1277,Iowa St.,MSU,0.60157436,-150.987864
1235,1305,Iowa St.,Nevada,0.6745077,-207.2269086
1235,1307,Iowa St.,New Mexico,0.54523444,-119.8935214
1235,1213,Iowa St.,Grand Canyon,0.711552,-246.6829664
1235,1158,Iowa St.,Charleston,0.73891973,-283.0239715
1235,1159,Iowa St.,Colgate,0.80986017,-425.9287333
1235,1253,Iowa St.,LBSU,0.90505344,-953.2240092
1235,1224,Iowa St.,Howard,0.95455956,-2100.683138
1235,1345,Iowa St.,Purdue,0.42418435,-73.66669415
1235,1397,Iowa St.,Tennessee,0.46559176,-87.1228627
1235,1166,Iowa St.,Creighton,0.512945,-105.3156199
1235,1242,Iowa St.,Kansas,0.591636,-144.8795695
1235,1211,Iowa St.,Gonzaga,0.58222747,-139.364708
1235,1376,Iowa St.,South Carolina,0.71707237,-253.4472726
1235,1400,Iowa St.,Texas,0.63926876,-177.21469
1235,1429,Iowa St.,Utah St.,0.6502976,-185.9574166
1235,1395,Iowa St.,TCU,0.7335959,-275.3696091
1235,1161,Iowa St.,Colorado St.,0.5822163,-139.3583219
1235,1332,Iowa St.,Oregon,0.71605843,-252.1851382
1235,1270,Iowa St.,McNeese,0.74542356,-292.8093196
1235,1359,Iowa St.,Samford,0.81678164,-445.7968297
1235,1103,Iowa St.,Akron,0.7506239,-301.0007082
1235,1389,Iowa St.,St. Peter's,0.8318609,-494.7456597
1235,1212,Iowa St.,Grambling,0.9164041,-1096.231317
1235,1222,Iowa St.,Houston,0.39893323,-66.37086809
1235,1266,Iowa St.,Marquette,0.45988977,-85.14739096
1235,1246,Iowa St.,Kentucky,0.6965124,-229.5027552
1235,1181,Iowa St.,Duke,0.5620311,-128.3267094
1235,1458,Iowa St.,Wisconsin,0.6329198,-172.4200238
1235,1403,Iowa St.,Texas Tech,0.6248974,-166.5937411
1235,1196,Iowa St.,Florida,0.76172537,-319.6837841
1235,1304,Iowa St.,Nebraska,0.6854546,-217.9191374
1235,1401,Iowa St.,Texas A&M,0.69260985,-225.3194642
1235,1129,Iowa St.,Boise St.,0.59107006,-144.5406639
1235,1301,Iowa St.,NC State,0.7402043,-284.9178037
1235,1241,Iowa St.,James Madison,0.8219035,-461.4934321
1235,1436,Iowa St.,Vermont,0.708325,-242.8473806
1235,1324,Iowa St.,Oakland,0.804946,-412.6785543
1235,1443,Iowa St.,W. Kentucky,0.89861596,-886.3485057
1235,1255,Iowa St.,Longwood,0.8952458,-854.6155754
1235,1438,Iowa St.,UVA,0.66667396,-200.0065626
1235,1286,Iowa St.,Montanta St.,0.89898616,-889.9633629
1235,1447,Iowa St.,Wagner,0.9004209,-904.2268325
1235,1160,Iowa St.,Colorado,0.7260969,-265.092656
1228,1163,Illinois,Uconn,0.22029153,-28.25306281
1228,1235,Illinois,Iowa St.,0.35866308,-55.92428443
1228,1120,Illinois,Auburn,0.3652936,-57.55315966
1228,1361,Illinois,SDSU,0.4913527,-96.59988641
1228,1140,Illinois,BYU,0.5428424,-118.7429399
1228,1450,Illinois,Washu,0.5768288,-136.3109653
1228,1194,Illinois,FAU,0.6060115,-153.8145213
1228,1321,Illinois,Northwestern,0.7294681,-269.6421852
1228,1179,Illinois,Drake,0.5881612,-142.8134329
1228,1182,Illinois,Duquesne,0.5591773,-126.8485614
1228,1412,Illinois,UAB,0.7292936,-269.4038796
1228,1463,Illinois,Yale,0.6333634,-172.7496573
1228,1287,Illinois,Morehead St.,0.7645901,-324.7909431
1228,1355,Illinois,South Dakota St.,0.85978323,-613.1814659
1228,1391,Illinois,Stetson,0.9033477,-934.6362169
1228,1314,Illinois,UNC,0.44796723,-81.14866665
1228,1112,Illinois,Arizona,0.40165666,-67.12812342
1228,1124,Illinois,Baylor,0.5745591,-135.0502696
1228,1104,Illinois,Alabama,0.5553049,-124.8731695
1228,1388,Illinois,St. Mary's,0.40349475,-67.64311671
1228,1155,Illinois,Clemson,0.5658449,-130.3324284
1228,1173,Illinois,Dayton,0.42873335,-75.04960214
1228,1280,Illinois,Mississippi St.,0.62007695,-163.211198
1228,1277,Illinois,MSU,0.6257372,-167.1919234
1228,1305,Illinois,Nevada,0.6510081,-186.5396255
1228,1307,Illinois,New Mexico,0.4148044,-70.88303438
1228,1213,Illinois,Grand Canyon,0.5703562,-132.7509386
1228,1158,Illinois,Charleston,0.68987656,-222.452243
1228,1159,Illinois,Colgate,0.81573814,-442.7059123
1228,1253,Illinois,LBSU,0.9148858,-1074.892348
1228,1224,Illinois,Howard,0.9609579,-2461.336635
1228,1345,Illinois,Purdue,0.3213278,-47.34654051
1228,1397,Illinois,Tennessee,0.34586552,-52.87376332
1228,1166,Illinois,Creighton,0.40010166,-66.69491081
1228,1242,Illinois,Kansas,0.5986259,-149.1441266
1228,1211,Illinois,Gonzaga,0.43230617,-76.1512893
1228,1376,Illinois,South Carolina,0.6901161,-222.7015099
1228,1400,Illinois,Texas,0.62389976,-165.8865611
1228,1429,Illinois,Utah St.,0.63465613,-173.7147344
1228,1395,Illinois,TCU,0.7214614,-259.0166874
1228,1161,Illinois,Colorado St.,0.61199015,-157.7254185
1228,1332,Illinois,Oregon,0.7140639,-249.7284673
1228,1270,Illinois,McNeese,0.6287436,-169.3556179
1228,1359,Illinois,Samford,0.79554874,-389.1141221
1228,1103,Illinois,Akron,0.7543153,-307.0257806
1228,1389,Illinois,St. Peter's,0.84425616,-542.0799802
1228,1212,Illinois,Grambling,0.9268589,-1267.220382
1228,1222,Illinois,Houston,0.21204871,-26.91139819
1228,1266,Illinois,Marquette,0.40925,-69.2763411
1228,1246,Illinois,Kentucky,0.6098017,-156.2799543
1228,1181,Illinois,Duke,0.49916682,-99.66728102
1228,1458,Illinois,Wisconsin,0.60876477,-155.6007019
1228,1403,Illinois,Texas Tech,0.60032743,-150.2048128
1228,1196,Illinois,Florida,0.7253627,-264.1166243
1228,1304,Illinois,Nebraska,0.6900186,-222.5999952
1228,1401,Illinois,Texas A&M,0.64876515,-184.7097863
1228,1129,Illinois,Boise St.,0.56907034,-132.0564331
1228,1301,Illinois,NC State,0.7292451,-269.3377652
1228,1241,Illinois,James Madison,0.7775948,-349.6297845
1228,1436,Illinois,Vermont,0.63241345,-172.0447719
1228,1324,Illinois,Oakland,0.79691225,-392.3979976
1228,1443,Illinois,W. Kentucky,0.90710735,-976.5114727
1228,1255,Illinois,Longwood,0.906558,-970.182312
1228,1438,Illinois,UVA,0.6197942,-163.0154441
1228,1286,Illinois,Montanta St.,0.9127713,-1046.411471
1228,1447,Illinois,Wagner,0.91068286,-1019.605897
1228,1160,Illinois,Colorado,0.69831496,-231.4715293
1120,1163,Auburn,Uconn,0.27852228,-38.60441927
1120,1235,Auburn,Iowa St.,0.50617594,-102.5012695
1120,1228,Auburn,Illinois,0.63470644,-173.752429
1120,1361,Auburn,SDSU,0.6053296,-153.3759643
1120,1140,Auburn,BYU,0.60674167,-154.2857749
1120,1450,Auburn,Washu,0.70169026,-235.2220375
1120,1194,Auburn,FAU,0.72580224,-264.7002842
1120,1321,Auburn,Northwestern,0.7625617,-321.1620076
1120,1179,Auburn,Drake,0.6710438,-203.9918507
1120,1182,Auburn,Duquesne,0.63900423,-177.0115565
1120,1412,Auburn,UAB,0.8140394,-437.7483452
1120,1463,Auburn,Yale,0.70585734,-239.9710835
1120,1287,Auburn,Morehead St.,0.80845326,-422.0657943
1120,1355,Auburn,South Dakota St.,0.8838329,-760.8287185
1120,1391,Auburn,Stetson,0.9207333,-1161.56338
1120,1314,Auburn,UNC,0.5570269,-125.7473538
1120,1112,Auburn,Arizona,0.5659668,-130.3971137
1120,1124,Auburn,Baylor,0.6822371,-214.7000372
1120,1104,Auburn,Alabama,0.6958153,-228.7476594
1120,1388,Auburn,St. Mary's,0.47650257,-91.02290441
1120,1155,Auburn,Clemson,0.63230544,-171.9648637
1120,1173,Auburn,Dayton,0.48818102,-95.3815799
1120,1280,Auburn,Mississippi St.,0.70552504,-239.5874482
1120,1277,Auburn,MSU,0.6975814,-230.6675034
1120,1305,Auburn,Nevada,0.73060787,-271.206089
1120,1307,Auburn,New Mexico,0.5921283,-145.1751233
1120,1213,Auburn,Grand Canyon,0.7193768,-256.3497276
1120,1158,Auburn,Charleston,0.77756643,-349.5724334
1120,1159,Auburn,Colgate,0.8428426,-536.3046638
1120,1253,Auburn,LBSU,0.9307934,-1344.948988
1120,1224,Auburn,Howard,0.9677405,-2999.859763
1120,1345,Auburn,Purdue,0.42068008,-72.61619329
1120,1397,Auburn,Tennessee,0.46310756,-86.25704485
1120,1166,Auburn,Creighton,0.4585787,-84.69905242
1120,1242,Auburn,Kansas,0.671677,-204.5781075
1120,1211,Auburn,Gonzaga,0.5748638,-135.2187322
1120,1376,Auburn,South Carolina,0.7449813,-292.1280896
1120,1400,Auburn,Texas,0.70566684,-239.7510495
1120,1429,Auburn,Utah St.,0.73966247,-284.1167249
1120,1395,Auburn,TCU,0.799579,-398.9497714
1120,1161,Auburn,Colorado St.,0.66692966,-200.2368829
1120,1332,Auburn,Oregon,0.7748942,-344.2355114
1120,1270,Auburn,McNeese,0.76534915,-326.1650869
1120,1359,Auburn,Samford,0.8562318,-595.5641514
1120,1103,Auburn,Akron,0.7920841,-380.9636924
1120,1389,Auburn,St. Peter's,0.8649812,-640.63746
1120,1212,Auburn,Grambling,0.93811625,-1515.933164
1120,1222,Auburn,Houston,0.3009875,-43.0589606
1120,1266,Auburn,Marquette,0.51106405,-104.5257677
1120,1246,Auburn,Kentucky,0.7383138,-282.1370701
1120,1181,Auburn,Duke,0.6020757,-151.3040772
1120,1458,Auburn,Wisconsin,0.6931434,-225.8851494
1120,1403,Auburn,Texas Tech,0.6541224,-189.1196294
1120,1196,Auburn,Florida,0.8258655,-474.268764
1120,1304,Auburn,Nebraska,0.7290594,-269.0845865
1120,1401,Auburn,Texas A&M,0.74297094,-289.0610709
1120,1129,Auburn,Boise St.,0.64791226,-184.020117
1120,1301,Auburn,NC State,0.7887236,-373.313604
1120,1241,Auburn,James Madison,0.85723567,-600.4550791
1120,1436,Auburn,Vermont,0.68135893,-213.8327432
1120,1324,Auburn,Oakland,0.8394825,-522.9849794
1120,1443,Auburn,W. Kentucky,0.924704,-1228.092067
1120,1255,Auburn,Longwood,0.9232405,-1202.770049
1120,1438,Auburn,UVA,0.66837174,-201.5424533
1120,1286,Auburn,Montanta St.,0.92391664,-1214.347805
1120,1447,Auburn,Wagner,0.9239645,-1215.175156
1120,1160,Auburn,Colorado,0.77985835,-354.2529791
1361,1163,SDSU,Uconn,0.27720967,-38.35270861
1361,1235,SDSU,Iowa St.,0.44666716,-80.72305418
1361,1228,SDSU,Illinois,0.50864726,-103.5197781
1361,1120,SDSU,Auburn,0.3946704,-65.19925593
1361,1140,SDSU,BYU,0.44636068,-80.6230084
1361,1450,SDSU,Washu,0.54434246,-119.4630635
1361,1194,SDSU,FAU,0.5517636,-123.0965595
1361,1321,SDSU,Northwestern,0.57713413,-136.4816072
1361,1179,SDSU,Drake,0.5121315,-104.9732715
1361,1182,SDSU,Duquesne,0.50770605,-103.1306686
1361,1412,SDSU,UAB,0.6768613,-209.4646222
1361,1463,SDSU,Yale,0.5338637,-114.5295378
1361,1287,SDSU,Morehead St.,0.65690833,-191.4672949
1361,1355,SDSU,South Dakota St.,0.7684742,-331.9173464
1361,1391,SDSU,Stetson,0.8377509,-516.336283
1361,1314,SDSU,UNC,0.47276193,-89.66763879
1361,1112,SDSU,Arizona,0.44130823,-78.98957063
1361,1124,SDSU,Baylor,0.5322251,-113.7780246
1361,1104,SDSU,Alabama,0.5778651,-136.8911114
1361,1388,SDSU,St. Mary's,0.4272835,-74.60645755
1361,1155,SDSU,Clemson,0.50918764,-103.7438498
1361,1173,SDSU,Dayton,0.413983,-70.64351009
1361,1280,SDSU,Mississippi St.,0.5260714,-111.002261
1361,1277,SDSU,MSU,0.52036667,-108.4925994
1361,1305,SDSU,Nevada,0.5579739,-126.2309959
1361,1307,SDSU,New Mexico,0.48305982,-93.44598185
1361,1213,SDSU,Grand Canyon,0.56844556,-131.7204772
1361,1158,SDSU,Charleston,0.60328215,-152.0683173
1361,1159,SDSU,Colgate,0.7091508,-243.8207737
1361,1253,SDSU,LBSU,0.84604144,-549.5254348
1361,1224,SDSU,Howard,0.92587286,-1249.033608
1361,1345,SDSU,Purdue,0.3575943,-55.66487307
1361,1397,SDSU,Tennessee,0.43473575,-76.90840903
1361,1166,SDSU,Creighton,0.3720342,-59.24433901
1361,1242,SDSU,Kansas,0.51782686,-107.3943791
1361,1211,SDSU,Gonzaga,0.4245511,-73.7773761
1361,1376,SDSU,South Carolina,0.5646906,-129.7216593
1361,1400,SDSU,Texas,0.5349598,-115.0351701
1361,1429,SDSU,Utah St.,0.5660309,-130.4311632
1361,1395,SDSU,TCU,0.61542886,-160.0299162
1361,1161,SDSU,Colorado St.,0.47876355,-91.85151019
1361,1332,SDSU,Oregon,0.5898063,-143.7872753
1361,1270,SDSU,McNeese,0.61838275,-162.0426632
1361,1359,SDSU,Samford,0.732921,-274.4210575
1361,1103,SDSU,Akron,0.6208208,-163.7275604
1361,1389,SDSU,St. Peter's,0.74879235,-298.0770495
1361,1212,SDSU,Grambling,0.8641609,-636.1650407
1361,1222,SDSU,Houston,0.3489833,-53.60588773
1361,1266,SDSU,Marquette,0.41267493,-70.26346351
1361,1246,SDSU,Kentucky,0.5854749,-141.2399201
1361,1181,SDSU,Duke,0.4337044,-76.58622293
1361,1458,SDSU,Wisconsin,0.53215885,-113.7477653
1361,1403,SDSU,Texas Tech,0.4958882,-98.36869653
1361,1196,SDSU,Florida,0.69525635,-228.144658
1361,1304,SDSU,Nebraska,0.54701835,-120.7594939
1361,1401,SDSU,Texas A&M,0.60755926,-154.8155447
1361,1129,SDSU,Boise St.,0.49261826,-97.09026294
1361,1301,SDSU,NC State,0.6194074,-162.7481565
1361,1241,SDSU,James Madison,0.7122302,-247.4999876
1361,1436,SDSU,Vermont,0.5790283,-137.545664
1361,1324,SDSU,Oakland,0.7047206,-238.6623162
1361,1443,SDSU,W. Kentucky,0.83688253,-513.0551253
1361,1255,SDSU,Longwood,0.83309114,-499.1293684
1361,1438,SDSU,UVA,0.5816992,-139.0624121
1361,1286,SDSU,Montanta St.,0.83854795,-519.3789234
1361,1447,SDSU,Wagner,0.837628,-515.8697575
1361,1160,SDSU,Colorado,0.6165482,-160.7889569
1140,1163,BYU,Uconn,0.20921344,-26.45637206
1140,1235,BYU,Iowa St.,0.4496765,-81.71130705
1140,1228,BYU,Illinois,0.45715758,-84.21552313
1140,1120,BYU,Auburn,0.39325836,-64.81479744
1140,1361,BYU,SDSU,0.55363923,-124.0340268
1140,1450,BYU,Washu,0.5618008,-128.2067036
1140,1194,BYU,FAU,0.5560867,-125.2692233
1140,1321,BYU,Northwestern,0.69434327,-227.1643966
1140,1179,BYU,Drake,0.54669976,-120.6043406
1140,1182,BYU,Duquesne,0.6057346,-153.6362476
1140,1412,BYU,UAB,0.68859684,-221.127125
1140,1463,BYU,Yale,0.6297581,-170.0937017
1140,1287,BYU,Morehead St.,0.7561673,-310.1172524
1140,1355,BYU,South Dakota St.,0.8261464,-475.196681
1140,1391,BYU,Stetson,0.8812897,-742.3870321
1140,1314,BYU,UNC,0.4262524,-74.29266652
1140,1112,BYU,Arizona,0.3545949,-54.94144356
1140,1124,BYU,Baylor,0.5386663,-116.7628372
1140,1104,BYU,Alabama,0.51266444,-105.1974197
1140,1388,BYU,St. Mary's,0.45284057,-82.76208707
1140,1155,BYU,Clemson,0.5393775,-117.0975197
1140,1173,BYU,Dayton,0.4248506,-73.86787196
1140,1280,BYU,Mississippi St.,0.6301904,-170.4094014
1140,1277,BYU,MSU,0.65007704,-185.7771934
1140,1305,BYU,Nevada,0.6185914,-162.1860317
1140,1307,BYU,New Mexico,0.44493794,-80.16003615
1140,1213,BYU,Grand Canyon,0.5413125,-118.0133608
1140,1158,BYU,Charleston,0.67512715,-207.8127322
1140,1159,BYU,Colgate,0.78686786,-369.1924859
1140,1253,BYU,LBSU,0.8922799,-828.3320505
1140,1224,BYU,Howard,0.9498186,-1892.770672
1140,1345,BYU,Purdue,0.26967877,-36.92604856
1140,1397,BYU,Tennessee,0.41145194,-69.90965747
1140,1166,BYU,Creighton,0.3271337,-48.61793171
1140,1242,BYU,Kansas,0.58216757,-139.3303914
1140,1211,BYU,Gonzaga,0.39228076,-64.54966865
1140,1376,BYU,South Carolina,0.6809893,-213.469134
1140,1400,BYU,Texas,0.6096857,-156.2037949
1140,1429,BYU,Utah St.,0.56395775,-129.3355751
1140,1395,BYU,TCU,0.67741823,-209.9989209
1140,1161,BYU,Colorado St.,0.6001785,-150.1115999
1140,1332,BYU,Oregon,0.67605144,-208.6909827
1140,1270,BYU,McNeese,0.6187028,-162.2626329
1140,1359,BYU,Samford,0.7527978,-304.5271154
1140,1103,BYU,Akron,0.7260895,-265.0827252
1140,1389,BYU,St. Peter's,0.81621826,-444.123689
1140,1212,BYU,Grambling,0.90546954,-957.8600442
1140,1222,BYU,Houston,0.26796123,-36.60478738
1140,1266,BYU,Marquette,0.4441745,-79.91257993
1140,1246,BYU,Kentucky,0.5551946,-124.8174228
1140,1181,BYU,Duke,0.48775446,-95.2188804
1140,1458,BYU,Wisconsin,0.610998,-157.0680704
1140,1403,BYU,Texas Tech,0.5776314,-136.7600321
1140,1196,BYU,Florida,0.66536576,-198.8337316
1140,1304,BYU,Nebraska,0.64786386,-183.9810801
1140,1401,BYU,Texas A&M,0.672616,-205.4517066
1140,1129,BYU,Boise St.,0.5721107,-133.7053133
1140,1301,BYU,NC State,0.6935174,-226.2827832
1140,1241,BYU,James Madison,0.76596135,-327.2798513
1140,1436,BYU,Vermont,0.63649666,-175.1006383
1140,1324,BYU,Oakland,0.7630935,-322.1074052
1140,1443,BYU,W. Kentucky,0.88244665,-750.677562
1140,1255,BYU,Longwood,0.88112336,-741.2081915
1140,1438,BYU,UVA,0.65764004,-192.0902315
1140,1286,BYU,Montanta St.,0.8931801,-836.1549119
1140,1447,BYU,Wagner,0.893513,-839.0819762
1140,1160,BYU,Colorado,0.63888603,-176.920888
1450,1163,Washu,Uconn,0.19785511,-24.66575785
1450,1235,Washu,Iowa St.,0.32500088,-48.14834176
1450,1228,Washu,Illinois,0.4231712,-73.36166066
1450,1120,Washu,Auburn,0.2983097,-42.51301741
1450,1361,Washu,SDSU,0.45565757,-83.7078919
1450,1140,Washu,BYU,0.43819922,-77.99904153
1450,1194,Washu,FAU,0.49252948,-97.05578232
1450,1321,Washu,Northwestern,0.63216215,-171.858921
1450,1179,Washu,Drake,0.45672196,-84.06781227
1450,1182,Washu,Duquesne,0.5113708,-104.6541539
1450,1412,Washu,UAB,0.6582126,-192.579541
1450,1463,Washu,Yale,0.53007776,-112.8011627
1450,1287,Washu,Morehead St.,0.69528395,-228.1743768
1450,1355,Washu,South Dakota St.,0.79627824,-390.8655765
1450,1391,Washu,Stetson,0.8593591,-611.0306442
1450,1314,Washu,UNC,0.3819983,-61.81185277
1450,1112,Washu,Arizona,0.28852922,-40.55390948
1450,1124,Washu,Baylor,0.48031223,-92.42323069
1450,1104,Washu,Alabama,0.48009875,-92.34422076
1450,1388,Washu,St. Mary's,0.34406745,-52.45470081
1450,1155,Washu,Clemson,0.52032334,-108.4737648
1450,1173,Washu,Dayton,0.3828057,-62.02353266
1450,1280,Washu,Mississippi St.,0.47398928,-90.11019326
1450,1277,Washu,MSU,0.53587174,-115.457686
1450,1305,Washu,Nevada,0.55082035,-122.6280735
1450,1307,Washu,New Mexico,0.33296728,-49.9176835
1450,1213,Washu,Grand Canyon,0.52115417,-108.8354805
1450,1158,Washu,Charleston,0.5905784,-144.2469924
1450,1159,Washu,Colgate,0.72977865,-270.0669804
1450,1253,Washu,LBSU,0.8659422,-645.9467871
1450,1224,Washu,Howard,0.93754584,-1501.174262
1450,1345,Washu,Purdue,0.26151314,-35.41202414
1450,1397,Washu,Tennessee,0.33993426,-51.50006111
1450,1166,Washu,Creighton,0.35937065,-56.09650076
1450,1242,Washu,Kansas,0.53035265,-112.9257206
1450,1211,Washu,Gonzaga,0.3345209,-50.26768073
1450,1376,Washu,South Carolina,0.6007268,-150.4550664
1450,1400,Washu,Texas,0.56131667,-127.9548661
1450,1429,Washu,Utah St.,0.48957574,-95.91545418
1450,1395,Washu,TCU,0.6230621,-165.2956711
1450,1161,Washu,Colorado St.,0.5046922,-101.894659
1450,1332,Washu,Oregon,0.60507864,-153.2149676
1450,1270,Washu,McNeese,0.55071443,-122.5755898
1450,1359,Washu,Samford,0.732219,-273.4394629
1450,1103,Washu,Akron,0.6597644,-193.9139898
1450,1389,Washu,St. Peter's,0.7732174,-340.9508984
1450,1212,Washu,Grambling,0.88367736,-759.6779004
1450,1222,Washu,Houston,0.21327397,-27.10905255
1450,1266,Washu,Marquette,0.34271863,-52.14184476
1450,1246,Washu,Kentucky,0.5348152,-114.9683273
1450,1181,Washu,Duke,0.3741254,-59.77641304
1450,1458,Washu,Wisconsin,0.5077574,-103.1518709
1450,1403,Washu,Texas Tech,0.5112122,-104.5877702
1450,1196,Washu,Florida,0.6619798,-195.840303
1450,1304,Washu,Nebraska,0.6167566,-160.9307941
1450,1401,Washu,Texas A&M,0.56492084,-129.8432327
1450,1129,Washu,Boise St.,0.4625052,-86.04830862
1450,1301,Washu,NC State,0.64877045,-184.7140864
1450,1241,Washu,James Madison,0.68852884,-221.0570078
1450,1436,Washu,Vermont,0.5849467,-140.9329069
1450,1324,Washu,Oakland,0.7259816,-264.9389877
1450,1443,Washu,W. Kentucky,0.8582586,-605.5102005
1450,1255,Washu,Longwood,0.84642375,-551.1423273
1450,1438,Washu,UVA,0.566324,-130.5868874
1450,1286,Washu,Montanta St.,0.86679476,-650.721246
1450,1447,Washu,Wagner,0.85928494,-610.6559748
1450,1160,Washu,Colorado,0.618436,-162.0792173
1194,1163,FAU,Uconn,0.17274874,-20.88225836
1194,1235,FAU,Iowa St.,0.32684433,-48.55404944
1194,1228,FAU,Illinois,0.39398852,-65.01337563
1194,1120,FAU,Auburn,0.27419776,-37.77857674
1194,1361,FAU,SDSU,0.44823644,-81.23704873
1194,1140,FAU,BYU,0.44391328,-79.82806742
1194,1450,FAU,Washu,0.50747055,-103.0335437
1194,1321,FAU,Northwestern,0.6552661,-190.0788167
